File,Total Energy (eV),Density,PBE Bandgap (eV),GLLB-SC Bandgap (eV),HSE Bandgap (eV),SCAN Bandgap (eV)
0_ZnVO5_virtual_196_stropt,-6.2694464,3.0194125206391735,-0.04896664619445801,0.039994120597839355,-0.060314297676086426,-0.018587827682495117
0_ZnVO5_virtual_269_stropt,-6.286382,3.1179709414466483,-0.060448527336120605,-0.003353595733642578,-0.06435215473175049,-0.026312828063964844
0_ZnVO5_virtual_68_stropt,-6.268502,3.139608622474696,-0.06184518337249756,0.008250713348388672,-0.0815039873123169,-0.03435087203979492
0_ZnVO5_virtual_51_stropt,-6.261704,2.9476935636825465,-0.06859779357910156,0.046846866607666016,-0.09050893783569336,-0.02096855640411377
0_ZnVO5_virtual_176_stropt,-6.2533326,3.0352584952643626,-0.04329550266265869,-0.012162208557128906,-0.07320523262023926,-0.03551316261291504
0_ZnVO5_virtual_63_stropt,-6.266899,3.1909379511153912,-0.06006145477294922,0.002764463424682617,-0.06748342514038086,-0.03917133808135986
0_ZnVO5_virtual_52_stropt,-6.256401,3.1086943830386207,-0.06419217586517334,0.015410780906677246,-0.07188773155212402,-0.033290982246398926
0_ZnVO5_virtual_398_stropt,-6.2494407,3.1942073391491728,-0.07535839080810547,-0.02118539810180664,-0.0942986011505127,-0.0369647741317749
0_ZnVO5_virtual_147_stropt,-6.2299595,2.972310812103933,-0.05719470977783203,-0.011408805847167969,-0.08066236972808838,-0.03519463539123535
0_ZnVO5_virtual_47_stropt,-6.302455,3.1829334406592107,-0.03644442558288574,-0.02590179443359375,-0.07427394390106201,-0.039876461029052734
0_ZnVO5_virtual_61_stropt,-6.218583,3.2194539416174472,-0.06744897365570068,0.019892573356628418,-0.07062983512878418,-0.02898383140563965
0_ZnVO5_virtual_223_stropt,-6.2590227,3.0428535223458484,-0.06878161430358887,0.03790318965911865,-0.07232487201690674,0.0065691471099853516
0_ZnVO5_virtual_168_stropt,-6.2592297,3.1768791695869196,-0.06463170051574707,-0.0007414817810058594,-0.08819544315338135,-0.03886866569519043
0_ZnVO5_virtual_311_stropt,-6.266015,3.0756143869583643,-0.05561423301696777,-0.005332589149475098,-0.07816839218139648,-0.026950359344482422
0_ZnVO5_virtual_117_stropt,-6.229004,3.200489523470033,-0.0670614242553711,0.01963818073272705,-0.07474136352539062,-0.025264263153076172
0_ZnVO5_virtual_72_stropt,-6.236351,2.971164302208521,-0.07106387615203857,-0.028757333755493164,-0.07336103916168213,-0.03218734264373779
0_ZnVO5_virtual_373_stropt,-6.2703824,3.116782045372531,-0.05124962329864502,0.009361624717712402,-0.07700765132904053,-0.03214836120605469
0_ZnVO5_virtual_76_stropt,-6.27601,2.963925082410524,-0.04108917713165283,-0.012090682983398438,-0.06697285175323486,-0.029340028762817383
0_ZnVO5_virtual_122_stropt,-6.254825,3.1634809076022807,-0.05846512317657471,0.009571671485900879,-0.0851203203201294,-0.03166604042053223
0_ZnVO5_virtual_273_stropt,-6.2801356,2.9760379300746016,-0.053043365478515625,0.010758638381958008,-0.07097327709197998,-0.026559114456176758
0_ZnVO5_virtual_141_stropt,-6.247533,3.1685430553462823,-0.07102668285369873,-0.011333823204040527,-0.08069324493408203,-0.040862441062927246
0_ZnVO5_virtual_268_stropt,-6.2686644,2.9115758522325894,-0.0524212121963501,0.00242769718170166,-0.07266855239868164,-0.0285722017288208
0_ZnVO5_virtual_271_stropt,-6.2186074,3.087644563527291,-0.05277848243713379,0.03945207595825195,-0.07922971248626709,-0.02835690975189209
0_ZnVO5_virtual_194_stropt,-6.2877226,2.9688762222572906,-0.04963040351867676,-0.02345144748687744,-0.08002877235412598,-0.029171347618103027
0_ZnVO5_virtual_14_stropt,-6.2433896,3.067700920627958,-0.04715108871459961,-0.009159445762634277,-0.06597518920898438,-0.0318371057510376
0_ZnVO5_virtual_112_stropt,-6.2430334,2.978163506575584,-0.05264437198638916,-0.025913476943969727,-0.07227480411529541,-0.03016209602355957
0_ZnVO5_virtual_44_stropt,-6.2388086,3.177607378161068,-0.07195985317230225,0.018213748931884766,-0.0746535062789917,-0.019121766090393066
0_ZnVO5_virtual_193_stropt,-6.2695837,2.99390036973673,-0.05275321006774902,0.020812153816223145,-0.07250404357910156,-0.03140997886657715
0_ZnVO5_virtual_138_stropt,-6.2624974,3.065046455606467,-0.03639185428619385,-0.004500150680541992,-0.07494378089904785,-0.028577327728271484
