                 Step     Time          Energy          fmax
LBFGSLineSearch:   23 17:15:59     -906.661791        0.090552
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:15:59     -905.247939        0.578652
LBFGSLineSearch:    1 17:16:00     -905.967490        0.229307
LBFGSLineSearch:    2 17:16:01     -906.082345        0.236724
LBFGSLineSearch:    3 17:16:02     -906.138961        0.193493
LBFGSLineSearch:    4 17:16:03     -906.224511        0.208064
LBFGSLineSearch:    5 17:16:04     -906.312341        0.163964
LBFGSLineSearch:    6 17:16:05     -906.339267        0.193646
LBFGSLineSearch:    7 17:16:06     -906.395193        0.166527
LBFGSLineSearch:    8 17:16:07     -906.436360        0.170046
LBFGSLineSearch:    9 17:16:08     -906.447467        0.149513
LBFGSLineSearch:   10 17:16:09     -906.475570        0.147548
LBFGSLineSearch:   11 17:16:10     -906.512821        0.173596
LBFGSLineSearch:   12 17:16:11     -906.550652        0.182991
LBFGSLineSearch:   13 17:16:12     -906.593396        0.129429
LBFGSLineSearch:   14 17:16:13     -906.616865        0.169348
LBFGSLineSearch:   15 17:16:14     -906.657330        0.150276
LBFGSLineSearch:   16 17:16:15     -906.673925        0.146823
LBFGSLineSearch:   17 17:16:16     -906.719157        0.119661
LBFGSLineSearch:   18 17:16:16     -906.735905        0.159528
LBFGSLineSearch:   19 17:16:17     -906.750419        0.110995
LBFGSLineSearch:   20 17:16:18     -906.773722        0.169382
LBFGSLineSearch:   21 17:16:19     -906.800070        0.069106
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:16:20     -904.894347        0.715550
LBFGSLineSearch:    1 17:16:21     -905.676669        0.233621
LBFGSLineSearch:    2 17:16:21     -905.783365        0.293666
LBFGSLineSearch:    3 17:16:22     -905.851781        0.235429
LBFGSLineSearch:    4 17:16:23     -905.947661        0.237275
LBFGSLineSearch:    5 17:16:24     -906.047102        0.175921
LBFGSLineSearch:    6 17:16:25     -906.069708        0.195356
LBFGSLineSearch:    7 17:16:26     -906.134181        0.175242
LBFGSLineSearch:    8 17:16:27     -906.163237        0.171361
LBFGSLineSearch:    9 17:16:28     -906.182096        0.169014
LBFGSLineSearch:   10 17:16:29     -906.193739        0.165993
LBFGSLineSearch:   11 17:16:30     -906.226659        0.157308
LBFGSLineSearch:   12 17:16:30     -906.238889        0.152238
LBFGSLineSearch:   13 17:16:31     -906.258257        0.201225
LBFGSLineSearch:   14 17:16:32     -906.322218        0.141285
LBFGSLineSearch:   15 17:16:33     -906.340303        0.249342
LBFGSLineSearch:   16 17:16:34     -906.389934        0.141465
LBFGSLineSearch:   17 17:16:35     -906.410280        0.239167
LBFGSLineSearch:   18 17:16:36     -906.474494        0.101522
LBFGSLineSearch:   19 17:16:36     -906.489066        0.196543
LBFGSLineSearch:   20 17:16:37     -906.532680        0.082411
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:16:38     -904.917505        0.763538
LBFGSLineSearch:    1 17:16:39     -905.687184        0.243635
LBFGSLineSearch:    2 17:16:39     -905.799301        0.250589
LBFGSLineSearch:    3 17:16:40     -905.863338        0.272213
LBFGSLineSearch:    4 17:16:41     -905.958791        0.211253
LBFGSLineSearch:    5 17:16:42     -906.053147        0.172280
LBFGSLineSearch:    6 17:16:43     -906.076058        0.191416
LBFGSLineSearch:    7 17:16:44     -906.136731        0.170738
LBFGSLineSearch:    8 17:16:45     -906.181914        0.173017
LBFGSLineSearch:    9 17:16:46     -906.194734        0.153294
LBFGSLineSearch:   10 17:16:47     -906.230464        0.150366
LBFGSLineSearch:   11 17:16:48     -906.247814        0.163674
LBFGSLineSearch:   12 17:16:49     -906.305031        0.194536
LBFGSLineSearch:   13 17:16:50     -906.335227        0.201860
LBFGSLineSearch:   14 17:16:51     -906.365830        0.150878
LBFGSLineSearch:   15 17:16:52     -906.392480        0.139066
LBFGSLineSearch:   16 17:16:53     -906.441132        0.166204
LBFGSLineSearch:   17 17:16:54     -906.456218        0.111987
LBFGSLineSearch:   18 17:16:54     -906.494146        0.087531
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:16:55     -904.823404        0.622953
LBFGSLineSearch:    1 17:16:56     -905.619106        0.233544
LBFGSLineSearch:    2 17:16:56     -905.731241        0.300143
LBFGSLineSearch:    3 17:16:57     -905.800559        0.242295
LBFGSLineSearch:    4 17:16:58     -905.901428        0.287729
LBFGSLineSearch:    5 17:16:59     -906.001612        0.240737
LBFGSLineSearch:    6 17:17:00     -906.024209        0.194108
LBFGSLineSearch:    7 17:17:01     -906.088970        0.175262
LBFGSLineSearch:    8 17:17:02     -906.117937        0.169885
LBFGSLineSearch:    9 17:17:03     -906.137042        0.168102
LBFGSLineSearch:   10 17:17:03     -906.148096        0.166900
LBFGSLineSearch:   11 17:17:04     -906.163445        0.196701
LBFGSLineSearch:   12 17:17:05     -906.197431        0.149660
LBFGSLineSearch:   13 17:17:06     -906.259894        0.166933
LBFGSLineSearch:   14 17:17:07     -906.279246        0.142215
LBFGSLineSearch:   15 17:17:08     -906.323795        0.130886
LBFGSLineSearch:   16 17:17:09     -906.347976        0.193222
LBFGSLineSearch:   17 17:17:10     -906.415321        0.136400
LBFGSLineSearch:   18 17:17:11     -906.444822        0.092185
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:17:11     -904.987235        0.754187
LBFGSLineSearch:    1 17:17:12     -905.736565        0.230841
LBFGSLineSearch:    2 17:17:13     -905.851402        0.300278
LBFGSLineSearch:    3 17:17:14     -905.911883        0.230415
LBFGSLineSearch:    4 17:17:15     -906.001755        0.178582
LBFGSLineSearch:    5 17:17:16     -906.083944        0.165833
LBFGSLineSearch:    6 17:17:17     -906.104584        0.191160
LBFGSLineSearch:    7 17:17:18     -906.159621        0.168361
LBFGSLineSearch:    8 17:17:19     -906.199984        0.175505
LBFGSLineSearch:    9 17:17:20     -906.211383        0.154396
LBFGSLineSearch:   10 17:17:21     -906.242333        0.150916
LBFGSLineSearch:   11 17:17:22     -906.253454        0.147899
LBFGSLineSearch:   12 17:17:23     -906.318325        0.170978
LBFGSLineSearch:   13 17:17:24     -906.353351        0.139845
LBFGSLineSearch:   14 17:17:24     -906.377104        0.127042
LBFGSLineSearch:   15 17:17:25     -906.395487        0.213352
LBFGSLineSearch:   16 17:17:26     -906.455916        0.106805
LBFGSLineSearch:   17 17:17:27     -906.469796        0.178595
LBFGSLineSearch:   18 17:17:28     -906.510167        0.105026
LBFGSLineSearch:   19 17:17:29     -906.523742        0.140294
LBFGSLineSearch:   20 17:17:30     -906.537677        0.126438
LBFGSLineSearch:   21 17:17:30     -906.563127        0.156992
LBFGSLineSearch:   22 17:17:32     -906.591099        0.109068
LBFGSLineSearch:   23 17:17:33     -906.595955        0.077358
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:17:33     -904.925696        0.637118
LBFGSLineSearch:    1 17:17:34     -905.705327        0.233943
LBFGSLineSearch:    2 17:17:34     -905.811576        0.287711
LBFGSLineSearch:    3 17:17:35     -905.882274        0.233319
LBFGSLineSearch:    4 17:17:36     -905.981960        0.231665
LBFGSLineSearch:    5 17:17:38     -906.085480        0.175296
LBFGSLineSearch:    6 17:17:38     -906.108341        0.194091
LBFGSLineSearch:    7 17:17:39     -906.170910        0.174022
LBFGSLineSearch:    8 17:17:41     -906.219121        0.175642
LBFGSLineSearch:    9 17:17:41     -906.233232        0.154738
LBFGSLineSearch:   10 17:17:42     -906.275136        0.154259
LBFGSLineSearch:   11 17:17:43     -906.291652        0.163337
LBFGSLineSearch:   12 17:17:44     -906.353464        0.149362
LBFGSLineSearch:   13 17:17:45     -906.372189        0.237961
LBFGSLineSearch:   14 17:17:46     -906.419509        0.131603
LBFGSLineSearch:   15 17:17:47     -906.436217        0.227434
LBFGSLineSearch:   16 17:17:48     -906.507156        0.125101
LBFGSLineSearch:   17 17:17:49     -906.534340        0.109531
LBFGSLineSearch:   18 17:17:50     -906.564579        0.158322
LBFGSLineSearch:   19 17:17:51     -906.579021        0.126826
LBFGSLineSearch:   20 17:17:52     -906.608113        0.122507
LBFGSLineSearch:   21 17:17:53     -906.637914        0.120106
LBFGSLineSearch:   22 17:17:54     -906.647442        0.072036
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:17:54     -905.075908        0.590978
LBFGSLineSearch:    1 17:17:55     -905.822853        0.231935
LBFGSLineSearch:    2 17:17:56     -905.934395        0.295670
LBFGSLineSearch:    3 17:17:56     -905.997739        0.216568
LBFGSLineSearch:    4 17:17:57     -906.093639        0.229709
LBFGSLineSearch:    5 17:17:59     -906.188253        0.205393
LBFGSLineSearch:    6 17:17:59     -906.210091        0.192200
LBFGSLineSearch:    7 17:18:00     -906.268328        0.171655
LBFGSLineSearch:    8 17:18:02     -906.308635        0.174453
LBFGSLineSearch:    9 17:18:02     -906.319558        0.155434
LBFGSLineSearch:   10 17:18:03     -906.351589        0.152837
LBFGSLineSearch:   11 17:18:04     -906.363984        0.170748
LBFGSLineSearch:   12 17:18:05     -906.434136        0.186891
LBFGSLineSearch:   13 17:18:06     -906.469209        0.143390
LBFGSLineSearch:   14 17:18:07     -906.489868        0.131408
LBFGSLineSearch:   15 17:18:08     -906.506155        0.198997
LBFGSLineSearch:   16 17:18:09     -906.562521        0.103284
LBFGSLineSearch:   17 17:18:09     -906.578822        0.099131
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:18:10     -905.034155        0.606718
LBFGSLineSearch:    1 17:18:11     -905.790552        0.232429
LBFGSLineSearch:    2 17:18:11     -905.905855        0.282011
LBFGSLineSearch:    3 17:18:12     -905.972752        0.251110
LBFGSLineSearch:    4 17:18:13     -906.069833        0.209397
LBFGSLineSearch:    5 17:18:14     -906.165570        0.166240
LBFGSLineSearch:    6 17:18:15     -906.188052        0.194056
LBFGSLineSearch:    7 17:18:16     -906.246529        0.169753
LBFGSLineSearch:    8 17:18:17     -906.288123        0.173993
LBFGSLineSearch:    9 17:18:18     -906.300376        0.151297
LBFGSLineSearch:   10 17:18:19     -906.331766        0.149620
LBFGSLineSearch:   11 17:18:20     -906.355242        0.147687
LBFGSLineSearch:   12 17:18:21     -906.397847        0.222752
LBFGSLineSearch:   13 17:18:22     -906.419427        0.204964
LBFGSLineSearch:   14 17:18:23     -906.460068        0.130336
LBFGSLineSearch:   15 17:18:23     -906.479390        0.182111
LBFGSLineSearch:   16 17:18:24     -906.503169        0.278421
LBFGSLineSearch:   17 17:18:25     -906.558598        0.132204
LBFGSLineSearch:   18 17:18:26     -906.608640        0.173004
LBFGSLineSearch:   19 17:18:27     -906.620163        0.137438
LBFGSLineSearch:   20 17:18:28     -906.650109        0.111118
LBFGSLineSearch:   21 17:18:29     -906.659446        0.215309
LBFGSLineSearch:   22 17:18:30     -906.683589        0.085422
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:18:31     -905.138914        0.614642
LBFGSLineSearch:    1 17:18:31     -905.882394        0.231377
LBFGSLineSearch:    2 17:18:32     -905.999246        0.261073
LBFGSLineSearch:    3 17:18:33     -906.062483        0.211913
LBFGSLineSearch:    4 17:18:34     -906.157486        0.186334
LBFGSLineSearch:    5 17:18:35     -906.251837        0.164901
LBFGSLineSearch:    6 17:18:36     -906.276232        0.193800
LBFGSLineSearch:    7 17:18:37     -906.337213        0.169091
LBFGSLineSearch:    8 17:18:38     -906.381398        0.170718
LBFGSLineSearch:    9 17:18:39     -906.393150        0.148416
LBFGSLineSearch:   10 17:18:40     -906.423694        0.148122
LBFGSLineSearch:   11 17:18:41     -906.445503        0.146836
LBFGSLineSearch:   12 17:18:42     -906.484756        0.195320
LBFGSLineSearch:   13 17:18:43     -906.503568        0.214593
LBFGSLineSearch:   14 17:18:44     -906.539965        0.129481
LBFGSLineSearch:   15 17:18:44     -906.553793        0.143842
LBFGSLineSearch:   16 17:18:45     -906.574830        0.245039
LBFGSLineSearch:   17 17:18:46     -906.629360        0.120096
LBFGSLineSearch:   18 17:18:47     -906.682581        0.159006
LBFGSLineSearch:   19 17:18:48     -906.696240        0.154554
LBFGSLineSearch:   20 17:18:49     -906.727787        0.079760
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:18:49     -905.056524        0.729188
LBFGSLineSearch:    1 17:18:50     -905.808470        0.233044
LBFGSLineSearch:    2 17:18:51     -905.919456        0.281121
LBFGSLineSearch:    3 17:18:52     -905.977854        0.202769
LBFGSLineSearch:    4 17:18:53     -906.062030        0.168264
LBFGSLineSearch:    5 17:18:54     -906.143510        0.171100
LBFGSLineSearch:    6 17:18:55     -906.163899        0.190864
LBFGSLineSearch:    7 17:18:56     -906.224008        0.171125
LBFGSLineSearch:    8 17:18:57     -906.251520        0.167374
LBFGSLineSearch:    9 17:18:57     -906.271332        0.165010
LBFGSLineSearch:   10 17:18:58     -906.281023        0.163392
LBFGSLineSearch:   11 17:18:59     -906.296471        0.157222
LBFGSLineSearch:   12 17:19:00     -906.327269        0.167809
LBFGSLineSearch:   13 17:19:01     -906.392282        0.174599
LBFGSLineSearch:   14 17:19:02     -906.411168        0.162560
LBFGSLineSearch:   15 17:19:03     -906.450411        0.131608
LBFGSLineSearch:   16 17:19:03     -906.464042        0.140851
LBFGSLineSearch:   17 17:19:04     -906.486965        0.224573
LBFGSLineSearch:   18 17:19:05     -906.543912        0.113767
LBFGSLineSearch:   19 17:19:06     -906.582764        0.183825
LBFGSLineSearch:   20 17:19:07     -906.596555        0.109840
LBFGSLineSearch:   21 17:19:08     -906.604897        0.122531
LBFGSLineSearch:   22 17:19:09     -906.619083        0.130826
LBFGSLineSearch:   23 17:19:09     -906.641440        0.169565
LBFGSLineSearch:   24 17:19:11     -906.665590        0.084610
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:19:11     -905.026710        0.610698
LBFGSLineSearch:    1 17:19:12     -905.792840        0.255605
LBFGSLineSearch:    2 17:19:13     -905.901224        0.346181
LBFGSLineSearch:    3 17:19:13     -905.970016        0.262880
LBFGSLineSearch:    4 17:19:14     -906.067682        0.196182
LBFGSLineSearch:    5 17:19:16     -906.173121        0.167291
LBFGSLineSearch:    6 17:19:16     -906.196538        0.196135
LBFGSLineSearch:    7 17:19:17     -906.263502        0.173133
LBFGSLineSearch:    8 17:19:19     -906.305655        0.175504
LBFGSLineSearch:    9 17:19:20     -906.317875        0.155655
LBFGSLineSearch:   10 17:19:20     -906.349888        0.154550
LBFGSLineSearch:   11 17:19:21     -906.373652        0.203561
LBFGSLineSearch:   12 17:19:22     -906.421913        0.221458
LBFGSLineSearch:   13 17:19:23     -906.443088        0.263949
LBFGSLineSearch:   14 17:19:24     -906.484507        0.133383
LBFGSLineSearch:   15 17:19:25     -906.502689        0.166171
LBFGSLineSearch:   16 17:19:26     -906.525986        0.249814
LBFGSLineSearch:   17 17:19:26     -906.583880        0.175999
LBFGSLineSearch:   18 17:19:28     -906.639998        0.234277
LBFGSLineSearch:   19 17:19:29     -906.654096        0.158041
LBFGSLineSearch:   20 17:19:30     -906.688580        0.111642
LBFGSLineSearch:   21 17:19:30     -906.699291        0.242499
LBFGSLineSearch:   22 17:19:31     -906.728382        0.052718
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:19:32     -905.068434        0.710096
LBFGSLineSearch:    1 17:19:33     -905.813559        0.230971
LBFGSLineSearch:    2 17:19:33     -905.928039        0.252982
LBFGSLineSearch:    3 17:19:34     -905.988396        0.205924
LBFGSLineSearch:    4 17:19:35     -906.072642        0.226341
LBFGSLineSearch:    5 17:19:36     -906.154663        0.165597
LBFGSLineSearch:    6 17:19:37     -906.177145        0.192445
LBFGSLineSearch:    7 17:19:38     -906.231186        0.166025
LBFGSLineSearch:    8 17:19:39     -906.273004        0.172622
LBFGSLineSearch:    9 17:19:40     -906.284454        0.152862
LBFGSLineSearch:   10 17:19:41     -906.313549        0.147538
LBFGSLineSearch:   11 17:19:42     -906.324298        0.143358
LBFGSLineSearch:   12 17:19:43     -906.388488        0.155116
LBFGSLineSearch:   13 17:19:44     -906.434903        0.137108
LBFGSLineSearch:   14 17:19:45     -906.453095        0.141396
LBFGSLineSearch:   15 17:19:47     -906.515906        0.115106
LBFGSLineSearch:   16 17:19:47     -906.543434        0.154337
LBFGSLineSearch:   17 17:19:48     -906.570199        0.154008
LBFGSLineSearch:   18 17:19:49     -906.583639        0.133913
LBFGSLineSearch:   19 17:19:50     -906.597087        0.160354
LBFGSLineSearch:   20 17:19:51     -906.623974        0.191534
LBFGSLineSearch:   21 17:19:51     -906.640463        0.080223
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:19:52     -904.988810        0.731839
LBFGSLineSearch:    1 17:19:53     -905.748832        0.235484
LBFGSLineSearch:    2 17:19:53     -905.863163        0.283855
LBFGSLineSearch:    3 17:19:54     -905.926250        0.209642
LBFGSLineSearch:    4 17:19:55     -906.020180        0.197859
LBFGSLineSearch:    5 17:19:56     -906.111240        0.166118
LBFGSLineSearch:    6 17:19:57     -906.133282        0.192684
LBFGSLineSearch:    7 17:19:58     -906.192296        0.169421
LBFGSLineSearch:    8 17:19:59     -906.234244        0.174311
LBFGSLineSearch:    9 17:20:00     -906.245502        0.153867
LBFGSLineSearch:   10 17:20:01     -906.275999        0.152130
LBFGSLineSearch:   11 17:20:02     -906.290855        0.173120
LBFGSLineSearch:   12 17:20:03     -906.345613        0.143603
LBFGSLineSearch:   13 17:20:04     -906.364561        0.269784
LBFGSLineSearch:   14 17:20:05     -906.407223        0.166257
LBFGSLineSearch:   15 17:20:06     -906.464556        0.190313
LBFGSLineSearch:   16 17:20:07     -906.483964        0.112353
LBFGSLineSearch:   17 17:20:08     -906.500130        0.188782
LBFGSLineSearch:   18 17:20:08     -906.545254        0.091900
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:20:09     -905.000847        0.744193
LBFGSLineSearch:    1 17:20:10     -905.761808        0.232302
LBFGSLineSearch:    2 17:20:10     -905.870896        0.297843
LBFGSLineSearch:    3 17:20:11     -905.936169        0.282124
LBFGSLineSearch:    4 17:20:12     -906.035607        0.212988
LBFGSLineSearch:    5 17:20:13     -906.133829        0.185554
LBFGSLineSearch:    6 17:20:14     -906.155376        0.190030
LBFGSLineSearch:    7 17:20:15     -906.219136        0.174723
LBFGSLineSearch:    8 17:20:16     -906.240015        0.169001
LBFGSLineSearch:    9 17:20:17     -906.273906        0.165992
LBFGSLineSearch:   10 17:20:18     -906.316722        0.157438
LBFGSLineSearch:   11 17:20:19     -906.334761        0.136121
LBFGSLineSearch:   12 17:20:20     -906.395677        0.163660
LBFGSLineSearch:   13 17:20:21     -906.415268        0.203210
LBFGSLineSearch:   14 17:20:22     -906.456101        0.134790
LBFGSLineSearch:   15 17:20:23     -906.523357        0.161714
LBFGSLineSearch:   16 17:20:24     -906.539425        0.151076
LBFGSLineSearch:   17 17:20:25     -906.584658        0.112296
LBFGSLineSearch:   18 17:20:26     -906.605661        0.126932
LBFGSLineSearch:   19 17:20:27     -906.629208        0.173222
LBFGSLineSearch:   20 17:20:28     -906.645627        0.116963
LBFGSLineSearch:   21 17:20:29     -906.673471        0.075579
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:20:29     -905.208389        0.677953
LBFGSLineSearch:    1 17:20:30     -905.930387        0.228130
LBFGSLineSearch:    2 17:20:31     -906.043059        0.212631
LBFGSLineSearch:    3 17:20:31     -906.096820        0.202989
LBFGSLineSearch:    4 17:20:32     -906.176867        0.186066
LBFGSLineSearch:    5 17:20:34     -906.261870        0.165685
LBFGSLineSearch:    6 17:20:34     -906.288737        0.192392
LBFGSLineSearch:    7 17:20:35     -906.348166        0.164890
LBFGSLineSearch:    8 17:20:37     -906.387207        0.170913
LBFGSLineSearch:    9 17:20:37     -906.397602        0.152511
LBFGSLineSearch:   10 17:20:38     -906.425146        0.147077
LBFGSLineSearch:   11 17:20:39     -906.435965        0.143503
LBFGSLineSearch:   12 17:20:40     -906.496312        0.168500
LBFGSLineSearch:   13 17:20:42     -906.539191        0.146014
LBFGSLineSearch:   14 17:20:43     -906.554441        0.158970
LBFGSLineSearch:   15 17:20:44     -906.613015        0.102912
LBFGSLineSearch:   16 17:20:45     -906.639116        0.186311
LBFGSLineSearch:   17 17:20:46     -906.682585        0.176533
LBFGSLineSearch:   18 17:20:47     -906.696698        0.135364
LBFGSLineSearch:   19 17:20:47     -906.723437        0.103543
LBFGSLineSearch:   20 17:20:48     -906.731912        0.137245
LBFGSLineSearch:   21 17:20:49     -906.754027        0.045974
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:20:50     -904.843478        0.678039
LBFGSLineSearch:    1 17:20:51     -905.630329        0.239159
LBFGSLineSearch:    2 17:20:51     -905.738385        0.301021
LBFGSLineSearch:    3 17:20:52     -905.813296        0.240287
LBFGSLineSearch:    4 17:20:53     -905.920867        0.259689
LBFGSLineSearch:    5 17:20:54     -906.024799        0.180654
LBFGSLineSearch:    6 17:20:55     -906.046226        0.194082
LBFGSLineSearch:    7 17:20:56     -906.108530        0.177650
LBFGSLineSearch:    8 17:20:57     -906.136992        0.172063
LBFGSLineSearch:    9 17:20:58     -906.158015        0.168649
LBFGSLineSearch:   10 17:20:58     -906.171222        0.166099
LBFGSLineSearch:   11 17:20:59     -906.188925        0.237938
LBFGSLineSearch:   12 17:21:00     -906.228847        0.150516
LBFGSLineSearch:   13 17:21:01     -906.300909        0.159297
LBFGSLineSearch:   14 17:21:02     -906.321285        0.135532
LBFGSLineSearch:   15 17:21:03     -906.367136        0.132560
LBFGSLineSearch:   16 17:21:04     -906.386196        0.143329
LBFGSLineSearch:   17 17:21:05     -906.411576        0.213521
LBFGSLineSearch:   18 17:21:05     -906.466331        0.144911
LBFGSLineSearch:   19 17:21:07     -906.507697        0.182003
LBFGSLineSearch:   20 17:21:08     -906.519783        0.145917
LBFGSLineSearch:   21 17:21:08     -906.550642        0.067220
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:21:09     -904.981130        0.605765
LBFGSLineSearch:    1 17:21:10     -905.759440        0.232917
LBFGSLineSearch:    2 17:21:10     -905.868529        0.291444
LBFGSLineSearch:    3 17:21:11     -905.932009        0.227238
LBFGSLineSearch:    4 17:21:12     -906.024664        0.213077
LBFGSLineSearch:    5 17:21:13     -906.118599        0.202967
LBFGSLineSearch:    6 17:21:14     -906.140479        0.193359
LBFGSLineSearch:    7 17:21:15     -906.205076        0.177271
LBFGSLineSearch:    8 17:21:16     -906.225911        0.169651
LBFGSLineSearch:    9 17:21:17     -906.255983        0.168789
LBFGSLineSearch:   10 17:21:18     -906.292131        0.159919
LBFGSLineSearch:   11 17:21:19     -906.306642        0.144501
LBFGSLineSearch:   12 17:21:20     -906.363118        0.145743
LBFGSLineSearch:   13 17:21:21     -906.382404        0.192961
LBFGSLineSearch:   14 17:21:22     -906.405778        0.178576
LBFGSLineSearch:   15 17:21:23     -906.441777        0.157829
LBFGSLineSearch:   16 17:21:24     -906.514990        0.110839
LBFGSLineSearch:   17 17:21:24     -906.527494        0.103147
LBFGSLineSearch:   18 17:21:25     -906.550003        0.182585
LBFGSLineSearch:   19 17:21:26     -906.594113        0.158527
LBFGSLineSearch:   20 17:21:27     -906.626526        0.163265
LBFGSLineSearch:   21 17:21:28     -906.638135        0.149834
LBFGSLineSearch:   22 17:21:29     -906.666311        0.053675
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:21:30     -904.948514        0.724170
LBFGSLineSearch:    1 17:21:30     -905.713524        0.235741
LBFGSLineSearch:    2 17:21:31     -905.826279        0.307849
LBFGSLineSearch:    3 17:21:32     -905.891704        0.234100
LBFGSLineSearch:    4 17:21:33     -905.986469        0.216785
LBFGSLineSearch:    5 17:21:34     -906.076308        0.167250
LBFGSLineSearch:    6 17:21:35     -906.097562        0.192231
LBFGSLineSearch:    7 17:21:36     -906.155438        0.171285
LBFGSLineSearch:    8 17:21:37     -906.201429        0.172074
LBFGSLineSearch:    9 17:21:38     -906.214293        0.150947
LBFGSLineSearch:   10 17:21:39     -906.250478        0.150894
LBFGSLineSearch:   11 17:21:40     -906.268500        0.155245
LBFGSLineSearch:   12 17:21:41     -906.329100        0.180552
LBFGSLineSearch:   13 17:21:42     -906.359604        0.156659
LBFGSLineSearch:   14 17:21:43     -906.386264        0.144785
LBFGSLineSearch:   15 17:21:43     -906.414522        0.145481
LBFGSLineSearch:   16 17:21:44     -906.460394        0.110677
LBFGSLineSearch:   17 17:21:45     -906.475294        0.096470
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:21:46     -904.750129        0.783959
LBFGSLineSearch:    1 17:21:47     -905.545646        0.268554
LBFGSLineSearch:    2 17:21:47     -905.661347        0.331577
LBFGSLineSearch:    3 17:21:48     -905.730748        0.230055
LBFGSLineSearch:    4 17:21:49     -905.835585        0.250201
LBFGSLineSearch:    5 17:21:50     -905.933638        0.204122
LBFGSLineSearch:    6 17:21:51     -905.955480        0.192400
LBFGSLineSearch:    7 17:21:52     -906.019727        0.172353
LBFGSLineSearch:    8 17:21:53     -906.045601        0.164973
LBFGSLineSearch:    9 17:21:54     -906.077845        0.165914
LBFGSLineSearch:   10 17:21:55     -906.112616        0.158499
LBFGSLineSearch:   11 17:21:56     -906.127105        0.146166
LBFGSLineSearch:   12 17:21:57     -906.187827        0.162292
LBFGSLineSearch:   13 17:21:58     -906.219219        0.137557
LBFGSLineSearch:   14 17:21:59     -906.241216        0.131221
LBFGSLineSearch:   15 17:21:59     -906.253676        0.145541
LBFGSLineSearch:   16 17:22:00     -906.275641        0.181616
LBFGSLineSearch:   17 17:22:01     -906.335258        0.141460
LBFGSLineSearch:   18 17:22:02     -906.355064        0.150237
LBFGSLineSearch:   19 17:22:03     -906.390249        0.181416
LBFGSLineSearch:   20 17:22:04     -906.415368        0.099303
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:22:04     -904.999347        0.598072
LBFGSLineSearch:    1 17:22:05     -905.756169        0.232010
LBFGSLineSearch:    2 17:22:06     -905.868532        0.296710
LBFGSLineSearch:    3 17:22:07     -905.935411        0.231850
LBFGSLineSearch:    4 17:22:08     -906.032679        0.270187
LBFGSLineSearch:    5 17:22:09     -906.127766        0.199019
LBFGSLineSearch:    6 17:22:10     -906.149945        0.192552
LBFGSLineSearch:    7 17:22:11     -906.210516        0.172446
LBFGSLineSearch:    8 17:22:12     -906.259075        0.171466
LBFGSLineSearch:    9 17:22:13     -906.272889        0.149484
LBFGSLineSearch:   10 17:22:14     -906.311891        0.151284
LBFGSLineSearch:   11 17:22:15     -906.333684        0.220124
LBFGSLineSearch:   12 17:22:16     -906.390442        0.217481
LBFGSLineSearch:   13 17:22:16     -906.414875        0.137977
LBFGSLineSearch:   14 17:22:17     -906.445506        0.202154
LBFGSLineSearch:   15 17:22:19     -906.509336        0.141415
LBFGSLineSearch:   16 17:22:19     -906.524232        0.166347
LBFGSLineSearch:   17 17:22:20     -906.563442        0.086814
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 17:22:21     -904.999261        0.610232
LBFGSLineSearch:    1 17:22:22     -905.753643        0.232220
LBFGSLineSearch:    2 17:22:22     -905.863419        0.298585
LBFGSLineSearch:    3 17:22:23     -905.930329        0.230824
LBFGSLineSearch:    4 17:22:24     -906.028819        0.215061
LBFGSLineSearch:    5 17:22:25     -906.127338        0.166282
LBFGSLineSearch:    6 17:22:26     -906.149567        0.192776
LBFGSLineSearch:    7 17:22:27     -906.208074        0.171594
LBFGSLineSearch:    8 17:22:28     -906.248911        0.174941
LBFGSLineSearch:    9 17:22:29     -906.260744        0.153593
LBFGSLineSearch:   10 17:22:30     -906.295219        0.152611
LBFGSLineSearch:   11 17:22:31     -906.307593        0.166673
LBFGSLineSearch:   12 17:22:32     -906.369120        0.201167
LBFGSLineSearch:   13 17:22:34     -906.416746        0.141098
