                 Step     Time          Energy          fmax
LBFGSLineSearch:    6 20:49:52    -1012.055373        0.197002
LBFGSLineSearch:    7 20:49:53    -1012.132885        0.238336
LBFGSLineSearch:    8 20:49:54    -1012.167079        0.132761
LBFGSLineSearch:    9 20:49:54    -1012.187527        0.128532
LBFGSLineSearch:   10 20:49:55    -1012.197922        0.125564
LBFGSLineSearch:   11 20:49:56    -1012.211277        0.165892
LBFGSLineSearch:   12 20:49:57    -1012.238993        0.130712
LBFGSLineSearch:   13 20:49:58    -1012.277209        0.149378
LBFGSLineSearch:   14 20:49:59    -1012.290851        0.121391
LBFGSLineSearch:   15 20:50:00    -1012.311258        0.115792
LBFGSLineSearch:   16 20:50:02    -1012.352591        0.132319
LBFGSLineSearch:   17 20:50:03    -1012.363466        0.118464
LBFGSLineSearch:   18 20:50:04    -1012.393591        0.089985
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:50:04    -1010.867922        0.815547
LBFGSLineSearch:    1 20:50:05    -1011.632716        0.317313
LBFGSLineSearch:    2 20:50:06    -1011.809713        0.372141
LBFGSLineSearch:    3 20:50:07    -1011.941343        0.365155
LBFGSLineSearch:    4 20:50:08    -1012.150755        0.234172
LBFGSLineSearch:    5 20:50:09    -1012.340573        0.178174
LBFGSLineSearch:    6 20:50:10    -1012.364974        0.177738
LBFGSLineSearch:    7 20:50:11    -1012.434929        0.133197
LBFGSLineSearch:    8 20:50:12    -1012.463688        0.130668
LBFGSLineSearch:    9 20:50:13    -1012.480403        0.119271
LBFGSLineSearch:   10 20:50:14    -1012.489894        0.120441
LBFGSLineSearch:   11 20:50:15    -1012.503057        0.138766
LBFGSLineSearch:   12 20:50:16    -1012.529289        0.124036
LBFGSLineSearch:   13 20:50:17    -1012.565663        0.118615
LBFGSLineSearch:   14 20:50:18    -1012.574656        0.115915
LBFGSLineSearch:   15 20:50:19    -1012.594423        0.109490
LBFGSLineSearch:   16 20:50:21    -1012.619362        0.121193
LBFGSLineSearch:   17 20:50:22    -1012.633144        0.113258
LBFGSLineSearch:   18 20:50:23    -1012.663111        0.116603
LBFGSLineSearch:   19 20:50:24    -1012.672756        0.161180
LBFGSLineSearch:   20 20:50:25    -1012.701398        0.152445
LBFGSLineSearch:   21 20:50:26    -1012.721128        0.114982
LBFGSLineSearch:   22 20:50:27    -1012.745703        0.098029
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:50:28    -1010.391432        0.945824
LBFGSLineSearch:    1 20:50:29    -1011.230066        0.340332
LBFGSLineSearch:    2 20:50:30    -1011.420273        0.394098
LBFGSLineSearch:    3 20:50:31    -1011.583167        0.431656
LBFGSLineSearch:    4 20:50:32    -1011.841587        0.316581
LBFGSLineSearch:    5 20:50:33    -1012.039635        0.197067
LBFGSLineSearch:    6 20:50:34    -1012.075100        0.160740
LBFGSLineSearch:    7 20:50:35    -1012.127253        0.205148
LBFGSLineSearch:    8 20:50:36    -1012.174287        0.122506
LBFGSLineSearch:    9 20:50:37    -1012.184779        0.120157
LBFGSLineSearch:   10 20:50:38    -1012.214640        0.124862
LBFGSLineSearch:   11 20:50:39    -1012.229190        0.124143
LBFGSLineSearch:   12 20:50:40    -1012.244545        0.121814
LBFGSLineSearch:   13 20:50:41    -1012.254234        0.118981
LBFGSLineSearch:   14 20:50:42    -1012.265533        0.156583
LBFGSLineSearch:   15 20:50:43    -1012.288215        0.107029
LBFGSLineSearch:   16 20:50:44    -1012.311452        0.100459
LBFGSLineSearch:   17 20:50:45    -1012.334440        0.121111
LBFGSLineSearch:   18 20:50:46    -1012.367318        0.109632
LBFGSLineSearch:   19 20:50:47    -1012.378116        0.113658
LBFGSLineSearch:   20 20:50:48    -1012.409088        0.087158
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:50:49    -1011.162684        0.672622
LBFGSLineSearch:    1 20:50:50    -1011.876862        0.295061
LBFGSLineSearch:    2 20:50:51    -1012.033314        0.326961
LBFGSLineSearch:    3 20:50:52    -1012.166727        0.353720
LBFGSLineSearch:    4 20:50:53    -1012.369847        0.283188
LBFGSLineSearch:    5 20:50:54    -1012.548901        0.182835
LBFGSLineSearch:    6 20:50:55    -1012.572700        0.140987
LBFGSLineSearch:    7 20:50:56    -1012.632173        0.165083
LBFGSLineSearch:    8 20:50:57    -1012.674914        0.115468
LBFGSLineSearch:    9 20:50:58    -1012.687241        0.117010
LBFGSLineSearch:   10 20:50:59    -1012.711566        0.118785
LBFGSLineSearch:   11 20:51:01    -1012.744273        0.114362
LBFGSLineSearch:   12 20:51:02    -1012.754367        0.147010
LBFGSLineSearch:   13 20:51:03    -1012.778265        0.106260
LBFGSLineSearch:   14 20:51:04    -1012.785485        0.138838
LBFGSLineSearch:   15 20:51:05    -1012.827264        0.113524
LBFGSLineSearch:   16 20:51:06    -1012.846320        0.092586
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:51:07    -1011.124125        0.726535
LBFGSLineSearch:    1 20:51:08    -1011.852091        0.264612
LBFGSLineSearch:    2 20:51:08    -1012.044283        0.379540
LBFGSLineSearch:    3 20:51:09    -1012.184667        0.403076
LBFGSLineSearch:    4 20:51:10    -1012.415383        0.277240
LBFGSLineSearch:    5 20:51:12    -1012.608830        0.210725
LBFGSLineSearch:    6 20:51:13    -1012.632228        0.158612
LBFGSLineSearch:    7 20:51:14    -1012.704567        0.144074
LBFGSLineSearch:    8 20:51:15    -1012.723330        0.197213
LBFGSLineSearch:    9 20:51:16    -1012.762810        0.135062
LBFGSLineSearch:   10 20:51:17    -1012.795470        0.131584
LBFGSLineSearch:   11 20:51:18    -1012.803848        0.118859
LBFGSLineSearch:   12 20:51:20    -1012.838913        0.139943
LBFGSLineSearch:   13 20:51:21    -1012.856390        0.110730
LBFGSLineSearch:   14 20:51:21    -1012.867805        0.107094
LBFGSLineSearch:   15 20:51:22    -1012.876104        0.159791
LBFGSLineSearch:   16 20:51:23    -1012.906297        0.102409
LBFGSLineSearch:   17 20:51:24    -1012.913843        0.099872
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:51:24    -1010.812901        0.827242
LBFGSLineSearch:    1 20:51:25    -1011.578224        0.329848
LBFGSLineSearch:    2 20:51:26    -1011.762145        0.347486
LBFGSLineSearch:    3 20:51:27    -1011.920828        0.447390
LBFGSLineSearch:    4 20:51:28    -1012.169915        0.306756
LBFGSLineSearch:    5 20:51:30    -1012.359791        0.237299
LBFGSLineSearch:    6 20:51:31    -1012.393455        0.174803
LBFGSLineSearch:    7 20:51:32    -1012.455012        0.229918
LBFGSLineSearch:    8 20:51:33    -1012.494676        0.125591
LBFGSLineSearch:    9 20:51:33    -1012.514811        0.125649
LBFGSLineSearch:   10 20:51:34    -1012.528654        0.169759
LBFGSLineSearch:   11 20:51:35    -1012.558644        0.154986
LBFGSLineSearch:   12 20:51:37    -1012.596858        0.181645
LBFGSLineSearch:   13 20:51:38    -1012.609623        0.119987
LBFGSLineSearch:   14 20:51:39    -1012.635433        0.108309
LBFGSLineSearch:   15 20:51:40    -1012.658458        0.161591
LBFGSLineSearch:   16 20:51:41    -1012.683041        0.106132
LBFGSLineSearch:   17 20:51:42    -1012.715221        0.114867
LBFGSLineSearch:   18 20:51:43    -1012.725611        0.100636
LBFGSLineSearch:   19 20:51:44    -1012.757272        0.086342
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:51:45    -1011.386280        0.882702
LBFGSLineSearch:    1 20:51:46    -1012.095018        0.281340
LBFGSLineSearch:    2 20:51:47    -1012.281454        0.300604
LBFGSLineSearch:    3 20:51:48    -1012.403369        0.307828
LBFGSLineSearch:    4 20:51:49    -1012.594248        0.277079
LBFGSLineSearch:    5 20:51:50    -1012.774458        0.170968
LBFGSLineSearch:    6 20:51:51    -1012.797660        0.174339
LBFGSLineSearch:    7 20:51:52    -1012.863916        0.160473
LBFGSLineSearch:    8 20:51:53    -1012.889823        0.117536
LBFGSLineSearch:    9 20:51:54    -1012.903205        0.117245
LBFGSLineSearch:   10 20:51:55    -1012.911559        0.171324
LBFGSLineSearch:   11 20:51:56    -1012.935870        0.121593
LBFGSLineSearch:   12 20:51:56    -1012.942896        0.121595
LBFGSLineSearch:   13 20:51:57    -1012.954086        0.175325
LBFGSLineSearch:   14 20:51:58    -1012.984073        0.114810
LBFGSLineSearch:   15 20:52:00    -1013.003388        0.108191
LBFGSLineSearch:   16 20:52:01    -1013.012438        0.136765
LBFGSLineSearch:   17 20:52:02    -1013.046914        0.096241
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:52:03    -1010.663426        0.726501
LBFGSLineSearch:    1 20:52:04    -1011.519352        0.326964
LBFGSLineSearch:    2 20:52:04    -1011.717981        0.358295
LBFGSLineSearch:    3 20:52:05    -1011.885373        0.418590
LBFGSLineSearch:    4 20:52:06    -1012.139382        0.325180
LBFGSLineSearch:    5 20:52:08    -1012.354787        0.261477
LBFGSLineSearch:    6 20:52:09    -1012.385330        0.149576
LBFGSLineSearch:    7 20:52:10    -1012.469514        0.215360
LBFGSLineSearch:    8 20:52:11    -1012.514126        0.140136
LBFGSLineSearch:    9 20:52:11    -1012.534833        0.121358
LBFGSLineSearch:   10 20:52:12    -1012.546267        0.187668
LBFGSLineSearch:   11 20:52:13    -1012.581144        0.128761
LBFGSLineSearch:   12 20:52:15    -1012.591417        0.187282
LBFGSLineSearch:   13 20:52:16    -1012.624226        0.123728
LBFGSLineSearch:   14 20:52:17    -1012.633484        0.200939
LBFGSLineSearch:   15 20:52:18    -1012.657047        0.115190
LBFGSLineSearch:   16 20:52:19    -1012.668565        0.188284
LBFGSLineSearch:   17 20:52:20    -1012.704562        0.109121
LBFGSLineSearch:   18 20:52:21    -1012.720718        0.104207
LBFGSLineSearch:   19 20:52:22    -1012.740664        0.159718
LBFGSLineSearch:   20 20:52:23    -1012.752620        0.117564
LBFGSLineSearch:   21 20:52:24    -1012.781863        0.115393
LBFGSLineSearch:   22 20:52:25    -1012.813977        0.132320
LBFGSLineSearch:   23 20:52:26    -1012.827820        0.084304
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:52:26    -1010.978642        0.796879
LBFGSLineSearch:    1 20:52:27    -1011.743855        0.323664
LBFGSLineSearch:    2 20:52:28    -1011.919479        0.355657
LBFGSLineSearch:    3 20:52:29    -1012.062786        0.417172
LBFGSLineSearch:    4 20:52:30    -1012.284475        0.289026
LBFGSLineSearch:    5 20:52:31    -1012.486581        0.201443
LBFGSLineSearch:    6 20:52:32    -1012.514246        0.173092
LBFGSLineSearch:    7 20:52:33    -1012.587662        0.258216
LBFGSLineSearch:    8 20:52:35    -1012.636417        0.121598
LBFGSLineSearch:    9 20:52:36    -1012.648272        0.141842
LBFGSLineSearch:   10 20:52:37    -1012.678436        0.144007
LBFGSLineSearch:   11 20:52:38    -1012.708519        0.143947
LBFGSLineSearch:   12 20:52:39    -1012.719048        0.197865
LBFGSLineSearch:   13 20:52:40    -1012.740850        0.111119
LBFGSLineSearch:   14 20:52:41    -1012.747670        0.109067
LBFGSLineSearch:   15 20:52:42    -1012.757605        0.201084
LBFGSLineSearch:   16 20:52:43    -1012.789879        0.100564
LBFGSLineSearch:   17 20:52:44    -1012.801017        0.211329
LBFGSLineSearch:   18 20:52:45    -1012.829803        0.147143
LBFGSLineSearch:   19 20:52:46    -1012.858460        0.217616
LBFGSLineSearch:   20 20:52:47    -1012.869738        0.107772
LBFGSLineSearch:   21 20:52:48    -1012.911869        0.084225
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:52:49    -1010.954689        0.699460
LBFGSLineSearch:    1 20:52:50    -1011.747594        0.269340
LBFGSLineSearch:    2 20:52:51    -1011.927370        0.394191
LBFGSLineSearch:    3 20:52:52    -1012.072501        0.406113
LBFGSLineSearch:    4 20:52:53    -1012.292966        0.287812
LBFGSLineSearch:    5 20:52:54    -1012.501828        0.140309
LBFGSLineSearch:    6 20:52:55    -1012.527328        0.143141
LBFGSLineSearch:    7 20:52:56    -1012.598156        0.179583
LBFGSLineSearch:    8 20:52:57    -1012.629361        0.118314
LBFGSLineSearch:    9 20:52:58    -1012.643404        0.117033
LBFGSLineSearch:   10 20:52:59    -1012.654281        0.193479
LBFGSLineSearch:   11 20:53:00    -1012.684504        0.122231
LBFGSLineSearch:   12 20:53:01    -1012.714920        0.113648
LBFGSLineSearch:   13 20:53:02    -1012.724920        0.114367
LBFGSLineSearch:   14 20:53:02    -1012.732045        0.114496
LBFGSLineSearch:   15 20:53:03    -1012.742521        0.119501
LBFGSLineSearch:   16 20:53:05    -1012.757640        0.134360
LBFGSLineSearch:   17 20:53:06    -1012.796173        0.098175
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:53:06    -1010.715758        0.845896
LBFGSLineSearch:    1 20:53:07    -1011.509337        0.305429
LBFGSLineSearch:    2 20:53:08    -1011.675165        0.364916
LBFGSLineSearch:    3 20:53:09    -1011.825570        0.408750
LBFGSLineSearch:    4 20:53:10    -1012.060963        0.269954
LBFGSLineSearch:    5 20:53:11    -1012.278468        0.139056
LBFGSLineSearch:    6 20:53:12    -1012.307944        0.153289
LBFGSLineSearch:    7 20:53:13    -1012.379007        0.184273
LBFGSLineSearch:    8 20:53:15    -1012.426421        0.118305
LBFGSLineSearch:    9 20:53:16    -1012.442102        0.173468
LBFGSLineSearch:   10 20:53:17    -1012.472076        0.122948
LBFGSLineSearch:   11 20:53:18    -1012.508756        0.123652
LBFGSLineSearch:   12 20:53:19    -1012.519329        0.116805
LBFGSLineSearch:   13 20:53:20    -1012.544471        0.112751
LBFGSLineSearch:   14 20:53:21    -1012.554832        0.120348
LBFGSLineSearch:   15 20:53:22    -1012.587996        0.140619
LBFGSLineSearch:   16 20:53:24    -1012.618305        0.101580
LBFGSLineSearch:   17 20:53:24    -1012.628525        0.092143
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:53:25    -1010.976983        0.743114
LBFGSLineSearch:    1 20:53:26    -1011.740360        0.299048
LBFGSLineSearch:    2 20:53:26    -1011.920419        0.346771
LBFGSLineSearch:    3 20:53:28    -1012.071111        0.392967
LBFGSLineSearch:    4 20:53:29    -1012.311321        0.263706
LBFGSLineSearch:    5 20:53:30    -1012.516125        0.187712
LBFGSLineSearch:    6 20:53:31    -1012.542703        0.203157
LBFGSLineSearch:    7 20:53:32    -1012.611753        0.182771
LBFGSLineSearch:    8 20:53:33    -1012.649783        0.126964
LBFGSLineSearch:    9 20:53:34    -1012.669954        0.121842
LBFGSLineSearch:   10 20:53:35    -1012.684001        0.148963
LBFGSLineSearch:   11 20:53:36    -1012.714785        0.127441
LBFGSLineSearch:   12 20:53:37    -1012.749445        0.122483
LBFGSLineSearch:   13 20:53:38    -1012.760140        0.120015
LBFGSLineSearch:   14 20:53:39    -1012.783633        0.113279
LBFGSLineSearch:   15 20:53:40    -1012.792919        0.107238
LBFGSLineSearch:   16 20:53:41    -1012.824126        0.105032
LBFGSLineSearch:   17 20:53:42    -1012.834945        0.121633
LBFGSLineSearch:   18 20:53:43    -1012.862583        0.105106
LBFGSLineSearch:   19 20:53:44    -1012.892420        0.133496
LBFGSLineSearch:   20 20:53:45    -1012.902398        0.098962
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:53:46    -1010.548070        0.762375
LBFGSLineSearch:    1 20:53:47    -1011.388496        0.337980
LBFGSLineSearch:    2 20:53:48    -1011.577394        0.378888
LBFGSLineSearch:    3 20:53:49    -1011.763171        0.465471
LBFGSLineSearch:    4 20:53:50    -1012.051744        0.371084
LBFGSLineSearch:    5 20:53:51    -1012.297010        0.280071
LBFGSLineSearch:    6 20:53:52    -1012.338619        0.152821
LBFGSLineSearch:    7 20:53:53    -1012.413854        0.274344
LBFGSLineSearch:    8 20:53:54    -1012.477706        0.122616
LBFGSLineSearch:    9 20:53:55    -1012.492407        0.223969
LBFGSLineSearch:   10 20:53:56    -1012.530703        0.147597
LBFGSLineSearch:   11 20:53:58    -1012.562664        0.161866
LBFGSLineSearch:   12 20:53:59    -1012.580280        0.133678
LBFGSLineSearch:   13 20:54:00    -1012.607265        0.117266
LBFGSLineSearch:   14 20:54:00    -1012.618275        0.112760
LBFGSLineSearch:   15 20:54:01    -1012.630864        0.151710
LBFGSLineSearch:   16 20:54:02    -1012.670279        0.103800
LBFGSLineSearch:   17 20:54:04    -1012.699949        0.102221
LBFGSLineSearch:   18 20:54:05    -1012.712698        0.147807
LBFGSLineSearch:   19 20:54:06    -1012.750021        0.104527
LBFGSLineSearch:   20 20:54:07    -1012.774400        0.138397
LBFGSLineSearch:   21 20:54:08    -1012.800642        0.089795
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:54:08    -1010.220953        0.946191
LBFGSLineSearch:    1 20:54:09    -1011.129162        0.328701
LBFGSLineSearch:    2 20:54:10    -1011.323670        0.354988
LBFGSLineSearch:    3 20:54:11    -1011.499441        0.400326
LBFGSLineSearch:    4 20:54:12    -1011.792646        0.316411
LBFGSLineSearch:    5 20:54:13    -1012.031646        0.227687
LBFGSLineSearch:    6 20:54:14    -1012.076777        0.181172
LBFGSLineSearch:    7 20:54:15    -1012.140555        0.263671
LBFGSLineSearch:    8 20:54:16    -1012.182713        0.128609
LBFGSLineSearch:    9 20:54:17    -1012.203619        0.139070
LBFGSLineSearch:   10 20:54:18    -1012.217362        0.133894
LBFGSLineSearch:   11 20:54:19    -1012.255840        0.129939
LBFGSLineSearch:   12 20:54:20    -1012.268604        0.128620
LBFGSLineSearch:   13 20:54:21    -1012.305282        0.168270
LBFGSLineSearch:   14 20:54:22    -1012.319495        0.124441
LBFGSLineSearch:   15 20:54:23    -1012.338251        0.113981
LBFGSLineSearch:   16 20:54:25    -1012.364897        0.261500
LBFGSLineSearch:   17 20:54:26    -1012.382550        0.119706
LBFGSLineSearch:   18 20:54:27    -1012.416002        0.114604
LBFGSLineSearch:   19 20:54:28    -1012.427430        0.190269
LBFGSLineSearch:   20 20:54:29    -1012.457019        0.116975
LBFGSLineSearch:   21 20:54:30    -1012.485677        0.181570
LBFGSLineSearch:   22 20:54:31    -1012.499127        0.081123
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:54:32    -1010.642561        0.866832
LBFGSLineSearch:    1 20:54:33    -1011.446369        0.341676
LBFGSLineSearch:    2 20:54:33    -1011.626616        0.439614
LBFGSLineSearch:    3 20:54:34    -1011.803821        0.543472
LBFGSLineSearch:    4 20:54:35    -1012.084334        0.291724
LBFGSLineSearch:    5 20:54:37    -1012.293369        0.225094
LBFGSLineSearch:    6 20:54:38    -1012.335877        0.185697
LBFGSLineSearch:    7 20:54:39    -1012.394238        0.272599
LBFGSLineSearch:    8 20:54:40    -1012.429420        0.128210
LBFGSLineSearch:    9 20:54:41    -1012.458435        0.170853
LBFGSLineSearch:   10 20:54:42    -1012.479127        0.131732
LBFGSLineSearch:   11 20:54:43    -1012.501638        0.215159
LBFGSLineSearch:   12 20:54:44    -1012.513877        0.125721
LBFGSLineSearch:   13 20:54:45    -1012.549468        0.139016
LBFGSLineSearch:   14 20:54:46    -1012.561397        0.164238
LBFGSLineSearch:   15 20:54:47    -1012.590056        0.112227
LBFGSLineSearch:   16 20:54:48    -1012.632779        0.150361
LBFGSLineSearch:   17 20:54:49    -1012.642302        0.178218
LBFGSLineSearch:   18 20:54:50    -1012.669118        0.096300
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:54:51    -1010.751736        0.818811
LBFGSLineSearch:    1 20:54:52    -1011.571593        0.320701
LBFGSLineSearch:    2 20:54:52    -1011.778057        0.394942
LBFGSLineSearch:    3 20:54:53    -1011.949782        0.415403
LBFGSLineSearch:    4 20:54:54    -1012.215602        0.321465
LBFGSLineSearch:    5 20:54:56    -1012.428399        0.218771
LBFGSLineSearch:    6 20:54:57    -1012.460209        0.153648
LBFGSLineSearch:    7 20:54:58    -1012.535639        0.215421
LBFGSLineSearch:    8 20:54:59    -1012.579772        0.128368
LBFGSLineSearch:    9 20:54:59    -1012.597587        0.124425
LBFGSLineSearch:   10 20:55:00    -1012.613513        0.166858
LBFGSLineSearch:   11 20:55:01    -1012.645923        0.137880
LBFGSLineSearch:   12 20:55:03    -1012.688310        0.151891
LBFGSLineSearch:   13 20:55:04    -1012.702835        0.118398
LBFGSLineSearch:   14 20:55:05    -1012.723777        0.116166
LBFGSLineSearch:   15 20:55:06    -1012.764806        0.168873
LBFGSLineSearch:   16 20:55:07    -1012.774959        0.103105
LBFGSLineSearch:   17 20:55:08    -1012.802695        0.135849
LBFGSLineSearch:   18 20:55:10    -1012.831625        0.085293
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:55:10    -1011.240726        0.693777
LBFGSLineSearch:    1 20:55:11    -1011.949923        0.296041
LBFGSLineSearch:    2 20:55:12    -1012.125534        0.357866
LBFGSLineSearch:    3 20:55:13    -1012.254571        0.354569
LBFGSLineSearch:    4 20:55:14    -1012.455465        0.312500
LBFGSLineSearch:    5 20:55:15    -1012.641116        0.154288
LBFGSLineSearch:    6 20:55:16    -1012.664186        0.136255
LBFGSLineSearch:    7 20:55:17    -1012.731816        0.162893
LBFGSLineSearch:    8 20:55:18    -1012.752925        0.152496
LBFGSLineSearch:    9 20:55:19    -1012.778767        0.118013
LBFGSLineSearch:   10 20:55:21    -1012.811726        0.115035
LBFGSLineSearch:   11 20:55:22    -1012.820238        0.111743
LBFGSLineSearch:   12 20:55:23    -1012.850354        0.109282
LBFGSLineSearch:   13 20:55:23    -1012.858624        0.107865
LBFGSLineSearch:   14 20:55:24    -1012.868183        0.104412
LBFGSLineSearch:   15 20:55:25    -1012.885453        0.106513
LBFGSLineSearch:   16 20:55:27    -1012.921783        0.092405
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:55:27    -1011.133062        0.761099
LBFGSLineSearch:    1 20:55:28    -1011.824166        0.250923
LBFGSLineSearch:    2 20:55:29    -1011.992666        0.391367
LBFGSLineSearch:    3 20:55:30    -1012.127545        0.416228
LBFGSLineSearch:    4 20:55:31    -1012.315320        0.303803
LBFGSLineSearch:    5 20:55:32    -1012.478424        0.176059
LBFGSLineSearch:    6 20:55:33    -1012.500979        0.138539
LBFGSLineSearch:    7 20:55:34    -1012.564972        0.192197
LBFGSLineSearch:    8 20:55:35    -1012.598211        0.116427
LBFGSLineSearch:    9 20:55:36    -1012.615233        0.114615
LBFGSLineSearch:   10 20:55:37    -1012.627395        0.217945
LBFGSLineSearch:   11 20:55:38    -1012.654485        0.121833
LBFGSLineSearch:   12 20:55:39    -1012.686976        0.118630
LBFGSLineSearch:   13 20:55:40    -1012.700314        0.145218
LBFGSLineSearch:   14 20:55:41    -1012.723515        0.112025
LBFGSLineSearch:   15 20:55:42    -1012.731385        0.107497
LBFGSLineSearch:   16 20:55:43    -1012.742534        0.169125
LBFGSLineSearch:   17 20:55:44    -1012.773816        0.100366
LBFGSLineSearch:   18 20:55:45    -1012.798152        0.132218
LBFGSLineSearch:   19 20:55:46    -1012.809432        0.165009
LBFGSLineSearch:   20 20:55:48    -1012.841197        0.134628
LBFGSLineSearch:   21 20:55:49    -1012.862860        0.102006
LBFGSLineSearch:   22 20:55:49    -1012.884773        0.106184
LBFGSLineSearch:   23 20:55:50    -1012.892415        0.079080
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:55:51    -1011.102032        0.695315
LBFGSLineSearch:    1 20:55:52    -1011.828946        0.274071
LBFGSLineSearch:    2 20:55:52    -1012.001788        0.328262
LBFGSLineSearch:    3 20:55:53    -1012.141420        0.356708
LBFGSLineSearch:    4 20:55:54    -1012.363007        0.287270
LBFGSLineSearch:    5 20:55:56    -1012.558046        0.175361
LBFGSLineSearch:    6 20:55:57    -1012.581077        0.147724
LBFGSLineSearch:    7 20:55:58    -1012.645641        0.136886
LBFGSLineSearch:    8 20:55:59    -1012.672563        0.155116
LBFGSLineSearch:    9 20:56:00    -1012.699268        0.115067
LBFGSLineSearch:   10 20:56:01    -1012.729770        0.126100
LBFGSLineSearch:   11 20:56:02    -1012.737378        0.121533
LBFGSLineSearch:   12 20:56:03    -1012.746924        0.113469
LBFGSLineSearch:   13 20:56:04    -1012.774330        0.114084
LBFGSLineSearch:   14 20:56:04    -1012.780347        0.113607
LBFGSLineSearch:   15 20:56:05    -1012.790615        0.110018
LBFGSLineSearch:   16 20:56:06    -1012.807771        0.103340
LBFGSLineSearch:   17 20:56:08    -1012.844044        0.096569
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:56:08    -1010.848416        0.823169
LBFGSLineSearch:    1 20:56:09    -1011.606753        0.337382
LBFGSLineSearch:    2 20:56:10    -1011.778053        0.435464
LBFGSLineSearch:    3 20:56:11    -1011.928063        0.492153
LBFGSLineSearch:    4 20:56:12    -1012.158904        0.276166
LBFGSLineSearch:    5 20:56:13    -1012.357534        0.160451
LBFGSLineSearch:    6 20:56:14    -1012.386781        0.159503
LBFGSLineSearch:    7 20:56:15    -1012.454761        0.158856
LBFGSLineSearch:    8 20:56:17    -1012.506146        0.120618
LBFGSLineSearch:    9 20:56:18    -1012.524005        0.116559
LBFGSLineSearch:   10 20:56:19    -1012.547108        0.123072
LBFGSLineSearch:   11 20:56:20    -1012.556183        0.125719
LBFGSLineSearch:   12 20:56:21    -1012.586191        0.119943
LBFGSLineSearch:   13 20:56:22    -1012.595325        0.139727
LBFGSLineSearch:   14 20:56:23    -1012.607638        0.114562
LBFGSLineSearch:   15 20:56:24    -1012.627758        0.158668
LBFGSLineSearch:   16 20:56:25    -1012.668188        0.122145
LBFGSLineSearch:   17 20:56:26    -1012.681614        0.145184
LBFGSLineSearch:   18 20:56:27    -1012.710134        0.149316
LBFGSLineSearch:   19 20:56:28    -1012.745349        0.190551
LBFGSLineSearch:   20 20:56:29    -1012.756629        0.148451
LBFGSLineSearch:   21 20:56:30    -1012.792280        0.097327
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:56:31    -1010.853814        0.849409
LBFGSLineSearch:    1 20:56:32    -1011.583464        0.303036
LBFGSLineSearch:    2 20:56:33    -1011.763331        0.330723
LBFGSLineSearch:    3 20:56:34    -1011.894929        0.348458
LBFGSLineSearch:    4 20:56:35    -1012.099377        0.273371
LBFGSLineSearch:    5 20:56:36    -1012.265212        0.172608
LBFGSLineSearch:    6 20:56:37    -1012.288044        0.183589
LBFGSLineSearch:    7 20:56:38    -1012.343926        0.139184
LBFGSLineSearch:    8 20:56:39    -1012.384245        0.114183
LBFGSLineSearch:    9 20:56:40    -1012.397343        0.124051
LBFGSLineSearch:   10 20:56:41    -1012.420995        0.118004
LBFGSLineSearch:   11 20:56:43    -1012.454134        0.117781
LBFGSLineSearch:   12 20:56:44    -1012.463730        0.121790
LBFGSLineSearch:   13 20:56:45    -1012.487683        0.104740
LBFGSLineSearch:   14 20:56:46    -1012.496030        0.135062
LBFGSLineSearch:   15 20:56:47    -1012.525884        0.096835
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 20:56:47    -1010.907678        0.803189
LBFGSLineSearch:    1 20:56:48    -1011.710139        0.321576
LBFGSLineSearch:    2 20:56:49    -1011.913993        0.348145
LBFGSLineSearch:    3 20:56:50    -1012.060820        0.367948
LBFGSLineSearch:    4 20:56:51    -1012.295312        0.268010
LBFGSLineSearch:    5 20:56:52    -1012.503856        0.196499
LBFGSLineSearch:    6 20:56:53    -1012.530758        0.191315
LBFGSLineSearch:    7 20:56:54    -1012.612705        0.140245
LBFGSLineSearch:    8 20:56:55    -1012.634003        0.217237
LBFGSLineSearch:    9 20:56:56    -1012.678637        0.119482
LBFGSLineSearch:   10 20:56:57    -1012.689876        0.150657
LBFGSLineSearch:   11 20:56:58    -1012.722460        0.124630
LBFGSLineSearch:   12 20:56:59    -1012.739630        0.126578
