session,run_id,filename,formula,elements,supercell size,image distance (target),image distance (actual),sample size,relaxer,connectivity_done,properties_done,provenance
S.24.Cutite,S.24.1,LT-CuTiTe,Ti6Cu23.9997Te24,"['Ti', 'Cu', 'Te']","[2, 2, 1]",15,16.7578,400,mace_omat,TRUE,TRUE,
S.24.Cutite,S.24.2,RT-CuTiTe,Ti1Cu3.916Te4,"['Ti', 'Cu', 'Te']","[3, 3, 3]",15,17.8275,400,mace_omat,TRUE,TRUE,
