File,Total Energy (eV),Density,PBE Bandgap (eV),GLLB-SC Bandgap (eV),HSE Bandgap (eV),SCAN Bandgap (eV)
LT-CuTiTe_virtual_256_stropt,-4.5185394,6.324773189704963,0.8012239933013916,0.6768831610679626,0.01677846908569336,0.8067796230316162
LT-CuTiTe_virtual_170_stropt,-4.518651,6.325997507832388,0.8047596216201782,0.6749292612075806,0.016160249710083008,0.7956934571266174
LT-CuTiTe_virtual_201_stropt,-4.518446,6.315764124136908,0.8103283643722534,0.6875250935554504,0.017499566078186035,0.797245979309082
LT-CuTiTe_virtual_257_stropt,-4.519028,6.374305610884758,0.8119406700134277,0.6657733917236328,0.016420722007751465,0.8045719265937805
LT-CuTiTe_virtual_196_stropt,-4.5188174,6.326794183796264,0.8100449442863464,0.6790339946746826,0.015485644340515137,0.7976625561714172
LT-CuTiTe_virtual_290_stropt,-4.5184503,6.320965697091242,0.7997966408729553,0.6853379011154175,0.015862464904785156,0.804983377456665
LT-CuTiTe_virtual_88_stropt,-4.518744,6.324755271917305,0.8162649869918823,0.6853340268135071,0.018002033233642578,0.8023062348365784
LT-CuTiTe_virtual_2_stropt,-4.5188184,6.367860451237543,0.8214362263679504,0.6758614182472229,0.01557612419128418,0.8136491775512695
LT-CuTiTe_virtual_181_stropt,-4.5186563,6.364134926510629,0.8154327273368835,0.6714625954627991,0.0154191255569458,0.8018776178359985
LT-CuTiTe_virtual_34_stropt,-4.518908,6.349557610907502,0.8215308785438538,0.6773597002029419,0.016159772872924805,0.8016992211341858
LT-CuTiTe_virtual_107_stropt,-4.518624,6.327279812828145,0.800673246383667,0.676659345626831,0.015816092491149902,0.8004189729690552
LT-CuTiTe_virtual_191_stropt,-4.5189304,6.335926345930491,0.8004412651062012,0.6675469279289246,0.015276193618774414,0.8004150986671448
LT-CuTiTe_virtual_384_stropt,-4.5184035,6.324102239732722,0.8049055337905884,0.6830741167068481,0.0163954496383667,0.802396297454834
LT-CuTiTe_virtual_233_stropt,-4.518972,6.348125727317718,0.8162733316421509,0.6683130860328674,0.01645970344543457,0.8021842837333679
LT-CuTiTe_virtual_265_stropt,-4.5185213,6.32743235904947,0.8032881617546082,0.6755337119102478,0.017277002334594727,0.8038998246192932
LT-CuTiTe_virtual_184_stropt,-4.5184603,6.316590326844896,0.8017061948776245,0.6855421662330627,0.018197298049926758,0.8043944835662842
LT-CuTiTe_virtual_295_stropt,-4.5184145,6.323678001598377,0.8194901943206787,0.6911773681640625,0.017230749130249023,0.8035988211631775
