File,Total Energy (eV),Density,PBE Bandgap (eV),GLLB-SC Bandgap (eV),HSE Bandgap (eV),SCAN Bandgap (eV)
Spinel_virtual_302_stropt.cif,-7.1822968,4.783355975090326,-0.014568209648132324,0.15754950046539307,0.7059285640716553,-0.011673450469970703
Spinel_virtual_131_stropt.cif,-7.1915717,4.824769847325643,-0.016161441802978516,0.29418253898620605,0.9524980187416077,-0.013180971145629883
Spinel_virtual_211_stropt.cif,-7.188741,4.785540658573389,-0.01637113094329834,0.18221330642700195,0.4601632356643677,-0.01347053050994873
Spinel_virtual_72_stropt.cif,-7.1903596,4.807819251976518,-0.016660690307617188,0.17883002758026123,0.5757707953453064,-0.01343238353729248
Spinel_virtual_303_stropt.cif,-7.183978,4.805835391584968,-0.015839576721191406,0.19385385513305664,0.5873139500617981,-0.014035701751708984
Spinel_virtual_14_stropt.cif,-7.1787095,4.778769747735535,-0.011811375617980957,0.09717941284179688,0.43546605110168457,0.03427433967590332
Spinel_virtual_247_stropt.cif,-7.1920943,4.803846795893365,-0.01623666286468506,0.23054158687591553,0.4293609857559204,-0.012570023536682129
Spinel_virtual_77_stropt.cif,-7.1861305,4.7925214687759405,-0.015241384506225586,0.5779465436935425,0.7174457907676697,-0.01192617416381836
Spinel_virtual_321_stropt.cif,-7.1893954,4.802377838247081,-0.015775442123413086,0.1310199499130249,0.28717970848083496,-0.01699352264404297
Spinel_virtual_149_stropt.cif,-7.1884437,4.799761698473945,-0.016193389892578125,0.14049720764160156,0.5043199062347412,-0.01487874984741211
Spinel_virtual_127_stropt.cif,-7.1908116,4.807016417800708,-0.015679359436035156,0.14033424854278564,0.4662724733352661,-0.014127492904663086
Spinel_virtual_94_stropt.cif,-7.1826043,4.784215361105238,-0.0135880708694458,0.11141479015350342,0.4830634593963623,-0.0193023681640625
Spinel_virtual_144_stropt.cif,-7.1803026,4.77520446040195,-0.015707850456237793,0.24868452548980713,0.6784984469413757,-0.01718759536743164
Spinel_virtual_381_stropt.cif,-7.180746,4.762506549913186,-0.01580953598022461,0.17263281345367432,0.3208550214767456,-0.0034456253051757812
Spinel_virtual_371_stropt.cif,-7.1947703,4.827514847868035,-0.01626884937286377,0.27087855339050293,0.6146989464759827,-0.013106942176818848
Spinel_virtual_157_stropt.cif,-7.193458,4.804475232220118,-0.016160130500793457,0.2994118928909302,0.6685399413108826,-0.01268911361694336
Spinel_virtual_292_stropt.cif,-7.183827,4.795034194940148,-0.015134692192077637,0.14977681636810303,0.7630342841148376,-0.014817953109741211
Spinel_virtual_332_stropt.cif,-7.1963253,4.822698277471344,-0.01571047306060791,0.16442978382110596,0.6574801206588745,-0.011438131332397461
Spinel_virtual_310_stropt.cif,-7.1735516,4.780593934082439,-0.016007542610168457,0.26029443740844727,0.7566652297973633,-0.014345288276672363
Spinel_virtual_67_stropt.cif,-7.1936135,4.819986428594198,-0.014802694320678711,0.2512388229370117,0.32134079933166504,-0.020966410636901855
Spinel_virtual_246_stropt.cif,-7.183437,4.797217168775655,-0.013242840766906738,0.15047872066497803,0.6515658497810364,-0.026317358016967773
Spinel_virtual_258_stropt.cif,-7.1885033,4.8117346953943825,-0.016423821449279785,0.41363298892974854,0.7029231786727905,-0.012355685234069824
Spinel_virtual_272_stropt.cif,-7.184129,4.792693257531836,-0.014896392822265625,0.17457044124603271,0.46779727935791016,-0.021050333976745605
Spinel_virtual_370_stropt.cif,-7.184474,4.759460834190656,-0.014900922775268555,0.12502241134643555,0.00022733211517333984,-0.020253896713256836
Spinel_virtual_314_stropt.cif,-7.1895137,4.796286579185467,-0.016080141067504883,0.26376235485076904,0.5457983016967773,-0.006077289581298828
Spinel_virtual_33_stropt.cif,-7.177575,4.7762817159284525,-0.013976812362670898,0.042402029037475586,-0.005745053291320801,-0.02937924861907959
Spinel_virtual_106_stropt.cif,-7.190607,4.82278012343181,-0.015694141387939453,0.2665938138961792,0.6994028687477112,-0.009287118911743164
Spinel_virtual_222_stropt.cif,-7.179366,4.784121104073255,-0.015304088592529297,0.14143574237823486,0.5238749980926514,-0.020253896713256836
Spinel_virtual_31_stropt.cif,-7.1901526,4.821510725066063,-0.016474366188049316,0.24452662467956543,0.6244218945503235,-0.013131260871887207
Spinel_virtual_25_stropt.cif,-7.1933036,4.81049261181641,-0.01569366455078125,0.21830832958221436,0.7074657082557678,-0.012221574783325195
Spinel_virtual_293_stropt.cif,-7.1827383,4.813767610991098,-0.016236424446105957,0.3496744632720947,0.6635420322418213,-0.013154983520507812
Spinel_virtual_134_stropt.cif,-7.192116,4.8184919644086825,-0.014725089073181152,0.05627453327178955,0.40794825553894043,-0.027337074279785156
Spinel_virtual_259_stropt.cif,-7.186112,4.811873664506241,-0.014699697494506836,0.12708282470703125,0.851429283618927,-0.02168571949005127
Spinel_virtual_328_stropt.cif,-7.186731,4.802514988221893,-0.015270471572875977,0.10298275947570801,0.4138028621673584,-0.020138263702392578
Spinel_virtual_279_stropt.cif,-7.179425,4.79169876537017,-0.012850642204284668,0.1516861915588379,0.15502917766571045,-0.025624513626098633
Spinel_virtual_52_stropt.cif,-7.1790032,4.798394115029876,-0.016117095947265625,0.42942512035369873,0.7657219171524048,-0.010982155799865723
Spinel_virtual_79_stropt.cif,-7.190712,4.821791116368716,-0.015758156776428223,0.3043360710144043,0.32997608184814453,-0.015152215957641602
Spinel_virtual_101_stropt.cif,-7.180347,4.770989707148745,-0.013750910758972168,0.06104457378387451,-0.011044144630432129,-0.029314041137695312
Spinel_virtual_346_stropt.cif,-7.1835065,4.786086649039307,-0.014890789985656738,0.1898108720779419,0.43724679946899414,-0.017307043075561523
Spinel_virtual_141_stropt.cif,-7.186671,4.817130234125524,-0.01599752902984619,0.32563531398773193,0.6809471845626831,-0.012381792068481445
Spinel_virtual_11_stropt.cif,-7.1935787,4.816471293369221,-0.014039278030395508,0.2419501543045044,0.6580110192298889,-0.012424111366271973
Spinel_virtual_233_stropt.cif,-7.1850324,4.801153021329415,-0.016131877899169922,0.15111196041107178,0.6530947685241699,-0.01375424861907959
Spinel_virtual_111_stropt.cif,-7.1816626,4.784101154075644,-0.0146942138671875,0.07013130187988281,0.2347487211227417,-0.026877284049987793
Spinel_virtual_229_stropt.cif,-7.1909337,4.820699772449481,-0.01532125473022461,0.3399306535720825,0.5453625917434692,-0.011666178703308105
Spinel_virtual_58_stropt.cif,-7.188017,4.808730112766704,-0.014623641967773438,0.0850980281829834,0.0737602710723877,-0.0188676118850708
Spinel_virtual_324_stropt.cif,-7.1823773,4.776251161919365,-0.01587069034576416,0.4191620349884033,0.6441178917884827,-0.013784527778625488
Spinel_virtual_300_stropt.cif,-7.1872993,4.814736497684096,-0.015368342399597168,0.19273054599761963,0.6518844962120056,-0.021042823791503906
Spinel_virtual_389_stropt.cif,-7.188662,4.819536582994579,-0.01547098159790039,0.3408588171005249,0.4328247308731079,-0.012738704681396484
Spinel_virtual_245_stropt.cif,-7.1883736,4.791924551590606,-0.013955116271972656,0.11586487293243408,0.15215718746185303,-0.021111249923706055
Spinel_virtual_268_stropt.cif,-7.1917825,4.806805408129032,-0.015528082847595215,0.1671607494354248,0.5106604099273682,-0.012227654457092285
Spinel_virtual_186_stropt.cif,-7.1892533,4.809882002833905,-0.015507698059082031,0.17927312850952148,0.7087295055389404,0.01579606533050537
Spinel_virtual_216_stropt.cif,-7.193802,4.826646080542422,-0.016020774841308594,0.22529149055480957,0.6182470321655273,-0.01623857021331787
Spinel_virtual_218_stropt.cif,-7.1895914,4.813180114884014,-0.015554070472717285,0.1370677947998047,0.6233522295951843,0.0038143396377563477
Spinel_virtual_81_stropt.cif,-7.1735296,4.777890752043617,-0.01312112808227539,0.04467654228210449,-0.003749370574951172,-0.03440380096435547
Spinel_virtual_343_stropt.cif,-7.1920085,4.814866714642658,-0.01578843593597412,0.18243443965911865,0.623429536819458,-0.016959786415100098
Spinel_virtual_115_stropt.cif,-7.188157,4.800851684902547,-0.015490055084228516,0.1287238597869873,0.32400310039520264,-0.01835000514984131
Spinel_virtual_198_stropt.cif,-7.182645,4.800526851211304,-0.014164328575134277,0.2005099058151245,0.47573745250701904,-0.005823850631713867
Spinel_virtual_227_stropt.cif,-7.1855917,4.79802536440392,-0.016993403434753418,0.3360708951950073,0.7433228492736816,-0.013465285301208496
Spinel_virtual_351_stropt.cif,-7.186222,4.811405596765915,-0.016190171241760254,0.12879490852355957,0.3569084405899048,-0.014106154441833496
Spinel_virtual_197_stropt.cif,-7.174341,4.78605425158739,-0.01404416561126709,0.21921992301940918,0.042658329010009766,-0.025475025177001953
Spinel_virtual_179_stropt.cif,-7.19259,4.8147174804954505,-0.015237569808959961,0.23125505447387695,0.607848584651947,-0.021399855613708496
Spinel_virtual_109_stropt.cif,-7.184878,4.80109762202396,-0.01529848575592041,0.15118134021759033,-0.004946589469909668,-0.014918804168701172
Spinel_virtual_140_stropt.cif,-7.1839447,4.77918810747523,-0.014352560043334961,0.07221615314483643,0.049927473068237305,-0.02691519260406494
Spinel_virtual_369_stropt.cif,-7.1769075,4.770733371856546,-0.013680100440979004,0.07154691219329834,-0.00573122501373291,-0.007508039474487305
Spinel_virtual_323_stropt.cif,-7.1869745,4.809281549388523,-0.015583634376525879,0.16255664825439453,0.662604033946991,-0.016946077346801758
Spinel_virtual_368_stropt.cif,-7.1894546,4.7859325735400935,-0.014976143836975098,0.08932888507843018,0.09304976463317871,-0.022716999053955078
Spinel_virtual_193_stropt.cif,-7.1839347,4.7791673825769445,-0.014388203620910645,0.10151803493499756,0.5394314527511597,-0.023081302642822266
Spinel_virtual_219_stropt.cif,-7.1840863,4.802337829693062,-0.013897538185119629,0.07958650588989258,0.2701387405395508,-0.03000330924987793
Spinel_virtual_21_stropt.cif,-7.1794577,4.773535681592022,-0.013675570487976074,0.09394538402557373,-0.013254046440124512,-0.029247760772705078
Spinel_virtual_270_stropt.cif,-7.1879005,4.799659730214632,-0.014363408088684082,0.2520308494567871,0.7725673317909241,-0.01769840717315674
Spinel_virtual_243_stropt.cif,-7.187088,4.798354794685639,-0.01674473285675049,0.28254711627960205,0.7864270210266113,-0.01330101490020752
Spinel_virtual_38_stropt.cif,-7.184487,4.77583343985813,-0.014656901359558105,0.11439323425292969,0.11814630031585693,-0.01969587802886963
Spinel_virtual_7_stropt.cif,-7.18091,4.79017776021606,-0.014761090278625488,0.05901527404785156,0.23245251178741455,-0.021854043006896973
Spinel_virtual_171_stropt.cif,-7.1862097,4.7899971502179675,-0.014754176139831543,0.11794054508209229,0.5723850727081299,-0.024626493453979492
Spinel_virtual_320_stropt.cif,-7.1865907,4.796137952242504,-0.015499711036682129,0.10467350482940674,0.40858733654022217,-0.02076435089111328
Spinel_virtual_377_stropt.cif,-7.191615,4.817719623305501,-0.015293359756469727,0.1569892168045044,0.6029469966888428,-0.013000130653381348
Spinel_virtual_90_stropt.cif,-7.188329,4.794762459829184,-0.016212940216064453,0.1662060022354126,0.4286552667617798,-0.013136625289916992
Spinel_virtual_283_stropt.cif,-7.181428,4.790797512343029,-0.015577912330627441,0.17193996906280518,0.28734755516052246,-0.019389748573303223
Spinel_virtual_136_stropt.cif,-7.195463,4.810126986070283,-0.016293644905090332,0.2171478271484375,0.617402195930481,-0.012591361999511719
Spinel_virtual_210_stropt.cif,-7.18471,4.801168909432398,-0.01531374454498291,0.24754559993743896,0.3980623483657837,-0.020290493965148926
Spinel_virtual_399_stropt.cif,-7.1822896,4.790884748346447,-0.015498995780944824,0.32666444778442383,0.2689535617828369,-0.01104128360748291
Spinel_virtual_361_stropt.cif,-7.174485,4.773833277378199,-0.012694120407104492,0.1260547637939453,-0.011968255043029785,-0.011176228523254395
