,Name,BondingProfile,MatrixDistance,Unaverageness,BondDiff,Composition,CompDiff,FormationEnergy
0,Verkelis_virtual_0,"[[0.         4.        ]
 [2.66666667 0.        ]]",3.6037033420882163,34.271871848499906,37.87557519058812,[0.4 0.6],0.0016936689369737327,-3.235513687133789
1,Verkelis_virtual_1,"[[0.         4.        ]
 [2.66666667 0.        ]]",3.6037033420882163,34.33017914313877,37.93388248522699,[0.4 0.6],0.0016936689369737327,-3.230970621109009
