,Name,BondingProfile,MatrixDistance,Unaverageness,BondDiff,Composition,CompDiff,FormationEnergy
0,Verkelis_virtual_37_stropt,"[[0.         3.91666667]
 [2.61111111 0.18518519]]",3.5084398730683026,33.62441374953622,37.13285362260452,[0.4 0.6],0.0016936689369737327,-3.522951126098633
1,Verkelis_virtual_405_stropt,"[[0.         3.93055556]
 [2.62037037 0.2037037 ]]",3.5261304066524244,34.01854200285486,37.544672409507285,[0.4 0.6],0.0016936689369737327,-3.518639087677002
2,Verkelis_virtual_1032_stropt,"[[0.         3.91666667]
 [2.61111111 0.16666667]]",3.5075111643302344,33.50524138101381,37.01275254534404,[0.4 0.6],0.0016936689369737327,-3.5284829139709473
3,Verkelis_virtual_1291_stropt,"[[0.         3.93055556]
 [2.62037037 0.24074074]]",3.5284637662966847,34.106615194123265,37.635078960419946,[0.4 0.6],0.0016936689369737327,-3.5171310901641846
4,Verkelis_virtual_331_stropt,"[[0.         3.97222222]
 [2.64814815 0.14814815]]",3.5733909537151516,34.047631341989124,37.62102229570428,[0.4 0.6],0.0016936689369737327,-3.528228521347046
5,Verkelis_virtual_160_stropt,"[[0.         3.95833333]
 [2.63888889 0.18518519]]",3.5584481337674863,34.24297300177074,37.80142113553823,[0.4 0.6],0.0016936689369737327,-3.5218605995178223
6,Verkelis_virtual_897_stropt,"[[0.         3.94444444]
 [2.62962963 0.16666667]]",3.540858532830688,33.880985818007126,37.421844350837816,[0.4 0.6],0.0016936689369737327,-3.5230119228363037
7,Verkelis_virtual_1104_stropt,"[[0.         3.95833333]
 [2.63888889 0.18518519]]",3.5584481337674863,34.21375746684366,37.772205600611144,[0.4 0.6],0.0016936689369737327,-3.5201404094696045
8,Verkelis_virtual_694_stropt,"[[0.         3.90277778]
 [2.60185185 0.22222222]]",3.4939308981022084,33.76301526818955,37.256946166291755,[0.4 0.6],0.0016936689369737327,-3.526834011077881
9,Verkelis_virtual_275_stropt,"[[0.         3.93055556]
 [2.62037037 0.18518519]]",3.525109076132008,33.69363738155916,37.21874645769117,[0.4 0.6],0.0016936689369737327,-3.5333337783813477
10,Verkelis_virtual_472_stropt,"[[0.         3.91666667]
 [2.61111111 0.18518519]]",3.5084398730683026,33.74316523386626,37.25160510693456,[0.4 0.6],0.0016936689369737327,-3.5221426486968994
11,Verkelis_virtual_487_stropt,"[[0.         3.97222222]
 [2.64814815 0.14814815]]",3.5733909537151516,33.959405177358455,37.53279613107361,[0.4 0.6],0.0016936689369737327,-3.5311496257781982
12,Verkelis_virtual_1240_stropt,"[[0.         3.90277778]
 [2.60185185 0.18518519]]",3.491770891320906,33.851753278080004,37.34352416940091,[0.4 0.6],0.0016936689369737327,-3.5193393230438232
13,Verkelis_virtual_865_stropt,"[[0.         3.90277778]
 [2.60185185 0.14814815]]",3.4900026186900845,33.07478193427737,36.56478455296745,[0.4 0.6],0.0016936689369737327,-3.527549982070923
14,Verkelis_virtual_433_stropt,"[[0.         3.94444444]
 [2.62962963 0.2037037 ]]",3.5427950223862403,34.05761588837363,37.60041091075988,[0.4 0.6],0.0016936689369737327,-3.5216076374053955
15,Verkelis_virtual_892_stropt,"[[0.         3.95833333]
 [2.63888889 0.12962963]]",3.5559897931207773,33.71321995894192,37.2692097520627,[0.4 0.6],0.0016936689369737327,-3.5311405658721924
16,Verkelis_virtual_1161_stropt,"[[0.         3.90277778]
 [2.60185185 0.18518519]]",3.491770891320906,33.40570609940763,36.897476990728535,[0.4 0.6],0.0016936689369737327,-3.5249228477478027
17,Verkelis_virtual_766_stropt,"[[0.         3.97222222]
 [2.64814815 0.18518519]]",3.57511798226375,34.135629480060864,37.71074746232461,[0.4 0.6],0.0016936689369737327,-3.5288853645324707
18,Verkelis_virtual_981_stropt,"[[0.         3.86111111]
 [2.57407407 0.25925926]]",3.446544680284322,33.99942940697682,37.44597408726114,[0.4 0.6],0.0016936689369737327,-3.515380620956421
19,Verkelis_virtual_132_stropt,"[[0.         3.94444444]
 [2.62962963 0.22222222]]",3.543908024736463,34.08696525066436,37.63087327540082,[0.4 0.6],0.0016936689369737327,-3.523601770401001
20,Verkelis_virtual_500_stropt,"[[0.         3.875     ]
 [2.58333333 0.25925926]]",3.4631899757241307,33.475680724968086,36.93887070069222,[0.4 0.6],0.0016936689369737327,-3.5246546268463135
21,Verkelis_virtual_482_stropt,"[[0.         3.875     ]
 [2.58333333 0.25925926]]",3.4631899757241307,33.44579495243012,36.908984928154254,[0.4 0.6],0.0016936689369737327,-3.5271589756011963
22,Verkelis_virtual_499_stropt,"[[0.         3.95833333]
 [2.63888889 0.14814815]]",3.556713010871268,33.83165972872156,37.38837273959283,[0.4 0.6],0.0016936689369737327,-3.532111406326294
23,Verkelis_virtual_682_stropt,"[[0.         3.91666667]
 [2.61111111 0.24074074]]",3.5118104866828816,33.97942318521608,37.49123367189896,[0.4 0.6],0.0016936689369737327,-3.5170013904571533
24,Verkelis_virtual_675_stropt,"[[0.         3.84722222]
 [2.56481481 0.2962963 ]]",3.4328980556312265,33.69423096021038,37.12712901584161,[0.4 0.6],0.0016936689369737327,-3.5188992023468018
25,Verkelis_virtual_599_stropt,"[[0.         3.91666667]
 [2.61111111 0.22222222]]",3.5105896237203287,33.71351657718311,37.224106200903435,[0.4 0.6],0.0016936689369737327,-3.523918628692627
26,Verkelis_virtual_128_stropt,"[[0.         3.94444444]
 [2.62962963 0.12962963]]",3.539308578327133,33.70343009249949,37.24273867082662,[0.4 0.6],0.0016936689369737327,-3.5297484397888184
